claim_id,worker_id,event_id,worker_age,worker_zone,platform,vehicle_type,months_active,avg_weekly_earnings_inr,work_hours_daily,multiplatform,season,trigger_type,geo_risk,temporal_risk,combined_risk,gps_zone_match,gps_network_delta_m,accel_variance,mock_location_flag,speed_anomaly,gps_trust_score,claim_latitude,claim_longitude,weather_api_match,rainfall_mm_hr,heat_index_celsius,aqi,claims_this_month,earnings_deviation,peer_claim_ratio,platform_login_active,order_availability,duplicate_upi_event,loyalty_score,loyalty_discount,weekly_premium_inr,hours_disrupted,payout_amount_inr,risk_score,decision,is_fraud
C004128,W00332,EVT0255,33,Dwarka,Instamart,Bike,34,2864.7,7.4,0,Winter,Social Disruption,0.22,0.05,0.27,0.526,1080.2,0.154,1,0,0.3638,28.350341,77.049522,0.131,8.2,36.2,331,2,0.791,0.314,0,0,0,0.7083,0.1417,53.54,4,600,60,MANUAL_REVIEW,1
C004134,W01810,EVT0425,43,East Delhi,BigBasket,Bike,10,3799.06,7.2,1,Monsoon,Extreme Heat,0.35,0.3,0.65,0.403,1723.3,0.198,1,0,0.2225,28.248227,76.758459,0.175,2.5,40.5,250,4,0.379,0.242,0,0,1,0.2083,0.0417,76.44,3,450,61,MANUAL_REVIEW,1
C004148,W01517,EVT0004,40,South Delhi,Swiggy,Bike,19,3841.88,7.8,0,Post-Monsoon,Social Disruption,0.1,0.1,0.2,0.051,1111.9,0.161,0,0,0.2697,28.99372,77.088718,0.145,5.5,40.1,371,6,0.572,0.046,1,0,0,0.3958,0.0792,51.09,4,600,73,AUTO_REJECT,1
C004150,W00422,EVT0095,23,Connaught Place,Zomato,Bike,39,2754.66,9.8,0,Post-Monsoon,Social Disruption,0.15,0.1,0.25,0.343,478.6,0.2,0,1,0.4854,28.338865,76.716307,0.404,14.9,26.0,80,1,0.72,0.027,1,0,0,0.8125,0.1625,51.76,6,900,50,MANUAL_REVIEW,1
C004151,W01902,EVT0183,26,Dwarka,Instamart,Bike,27,4751.35,8.2,0,Winter,Heavy Rainfall,0.22,0.05,0.27,0.422,439.5,0.154,0,1,0.5183,28.068851,77.103843,0.56,38.7,27.2,219,2,0.814,0.255,0,0,0,0.5625,0.1125,54.42,4,600,50,MANUAL_REVIEW,1
C004155,W00547,EVT0135,39,Dwarka,Zomato,Bicycle,33,3882.89,8.2,1,Monsoon,Severe Pollution,0.22,0.3,0.52,0.413,1318.2,0.162,0,1,0.3837,28.229321,76.759495,0.45,15.8,34.5,205,1,0.41,0.122,1,0,0,0.6875,0.1375,64.35,3,450,45,MANUAL_REVIEW,1
C004162,W01737,EVT0243,41,Dwarka,BigBasket,Bike,40,3610.85,8.1,0,Summer,Flooding,0.22,0.2,0.42,0.431,841.3,0.157,0,0,0.4619,28.511513,77.525737,0.057,8.6,29.5,139,3,0.364,0.159,1,0,0,0.8333,0.1667,61.92,4,600,51,MANUAL_REVIEW,1
C004166,W01415,EVT0255,35,West Delhi,Swiggy,Bike,36,4427.39,9.8,0,Monsoon,Social Disruption,0.25,0.3,0.55,0.366,1609.2,0.117,0,1,0.3167,28.939369,76.723012,0.424,7.3,37.7,130,4,0.612,0.139,0,1,0,0.75,0.15,64.95,4,600,54,MANUAL_REVIEW,1
C004171,W00991,EVT0377,32,Gurgaon,Zepto,Bike,28,3244.35,7.8,0,Winter,Severe Pollution,0.3,0.05,0.35,0.537,1385.9,0.192,1,0,0.3261,28.037175,76.979111,0.138,10.9,38.8,192,3,0.746,0.102,1,0,0,0.5833,0.1167,53.23,3,450,62,MANUAL_REVIEW,1
C004175,W01775,EVT0311,33,Saket,Zepto,Bike,8,4852.98,6.3,0,Monsoon,Severe Pollution,0.14,0.3,0.44,0.019,1847.9,0.039,1,0,0.0343,28.399579,77.23636,0.144,14.6,26.6,286,4,0.418,0.067,1,1,0,0.1667,0.0333,70.76,4,600,74,AUTO_REJECT,1
C004180,W01994,EVT0065,34,Dwarka,Blinkit,Bicycle,9,4266.62,9.9,0,Winter,Heavy Rainfall,0.22,0.05,0.27,0.265,369.4,0.061,1,1,0.3567,28.531945,77.594674,0.008,40.1,25.5,147,4,0.755,0.055,1,0,0,0.1875,0.0375,56.67,2,300,80,AUTO_REJECT,1
C004185,W00594,EVT0390,39,Connaught Place,Zomato,EV Scooter,25,3002.68,10.3,0,Summer,Social Disruption,0.15,0.2,0.35,0.372,1494.5,0.251,1,1,0.2497,28.479884,77.004507,0.034,10.9,28.2,206,0,0.582,0.283,0,1,0,0.5208,0.1042,55.75,4,600,56,MANUAL_REVIEW,1
C004186,W00127,EVT0486,31,South Delhi,Zepto,EV Scooter,29,3146.87,8.7,0,Monsoon,Heavy Rainfall,0.1,0.3,0.4,0.507,1173.5,0.235,1,0,0.3503,28.014248,76.725149,0.34,11.7,32.7,78,3,0.403,0.184,0,0,0,0.6042,0.1208,60.47,1,150,51,MANUAL_REVIEW,1
C004187,W01438,EVT0093,34,Gurgaon,Blinkit,Bicycle,18,3186.31,12.4,0,Summer,Flooding,0.3,0.2,0.5,0.226,1411.7,0.044,1,1,0.183,28.480925,77.154404,0.05,12.8,30.6,315,3,0.647,0.03,1,1,0,0.375,0.075,67.39,2,300,73,AUTO_REJECT,1
C004189,W01381,EVT0247,34,West Delhi,BigBasket,Bike,28,3178.03,9.6,0,Post-Monsoon,Extreme Heat,0.25,0.1,0.35,0.014,1468.0,0.24,0,1,0.2094,28.354408,77.192137,0.515,1.9,40.5,106,2,0.586,0.3,0,0,0,0.5833,0.1167,56.13,2,300,59,MANUAL_REVIEW,1
C004194,W01383,EVT0345,35,Noida,Zomato,Bike,45,3750.08,7.7,0,Winter,Social Disruption,0.28,0.05,0.33,0.458,453.4,0.257,1,1,0.4409,28.46512,77.379101,0.192,15.1,38.6,319,3,0.503,0.152,0,0,0,0.9375,0.1875,55.16,4,600,59,MANUAL_REVIEW,1
C004201,W01322,EVT0214,36,South Delhi,Instamart,EV Scooter,22,5305.68,7.4,0,Post-Monsoon,Flooding,0.1,0.1,0.2,0.486,1009.6,0.17,1,1,0.36,28.095535,77.210026,0.188,3.5,27.5,265,3,0.405,0.32,1,0,0,0.4583,0.0917,54.21,2,300,62,MANUAL_REVIEW,1
C004204,W00858,EVT0412,33,Faridabad,Swiggy,EV Scooter,14,3941.59,9.4,0,Winter,Extreme Heat,0.32,0.05,0.37,0.477,809.5,0.234,1,1,0.3928,28.126779,77.450681,0.171,4.7,41.5,177,3,0.781,0.091,0,0,0,0.2917,0.0583,61.46,4,600,61,MANUAL_REVIEW,1
C004218,W00367,EVT0436,34,East Delhi,Zomato,Bike,27,2568.44,10.3,0,Summer,Heavy Rainfall,0.35,0.2,0.55,0.52,1955.6,0.21,1,0,0.2357,28.269373,77.565029,0.504,13.2,25.0,58,0,0.642,0.305,0,0,0,0.5625,0.1125,65.63,2,300,47,MANUAL_REVIEW,1
C004221,W01613,EVT0115,26,Gurgaon,Zepto,Bicycle,43,4675.53,8.9,0,Winter,Flooding,0.3,0.05,0.35,0.125,1754.9,0.229,0,0,0.2097,28.491879,77.319817,0.079,4.9,39.3,140,1,0.621,0.317,1,0,0,0.8958,0.1792,53.55,3,450,64,MANUAL_REVIEW,1
C004231,W01851,EVT0242,34,Lajpat Nagar,Swiggy,EV Scooter,23,3580.24,8.4,0,Monsoon,Severe Pollution,0.12,0.3,0.42,0.38,927.6,0.037,1,1,0.3166,28.236485,76.673436,0.45,14.0,30.7,366,3,0.679,0.335,1,1,0,0.4792,0.0958,64.22,3,450,63,MANUAL_REVIEW,1
C004239,W00507,EVT0153,36,West Delhi,Zepto,Bicycle,6,3053.69,8.5,0,Post-Monsoon,Flooding,0.25,0.1,0.35,0.129,810.8,0.04,1,1,0.234,28.787769,76.987941,0.398,13.4,36.3,67,4,0.792,0.168,1,1,0,0.125,0.025,65.77,6,900,75,AUTO_REJECT,1
C004241,W01340,EVT0478,24,Dwarka,Zepto,Bicycle,26,4599.87,9.4,0,Post-Monsoon,Extreme Heat,0.22,0.1,0.32,0.248,1187.6,0.068,1,1,0.2279,28.336107,77.117147,0.098,1.8,35.9,223,4,0.432,0.162,0,0,0,0.5417,0.1083,56.53,4,600,70,MANUAL_REVIEW,1
C004253,W01060,EVT0353,43,Dwarka,BigBasket,Bike,37,3479.88,7.8,0,Summer,Heavy Rainfall,0.22,0.2,0.42,0.006,801.3,0.192,1,0,0.2014,28.611697,76.805531,0.276,30.7,25.8,161,2,0.396,0.346,0,0,0,0.7708,0.1542,65.8,1,150,69,MANUAL_REVIEW,1
C004258,W01405,EVT0055,41,Faridabad,Zomato,Bike,20,3978.66,7.5,0,Monsoon,Severe Pollution,0.32,0.3,0.62,0.268,978.1,0.046,1,1,0.2651,28.746017,76.975684,0.063,8.9,25.1,189,2,0.696,0.183,1,1,0,0.4167,0.0833,75.75,2,300,73,AUTO_REJECT,1
C004269,W00821,EVT0461,29,Noida,Zepto,Bike,22,2248.22,7.6,1,Summer,Social Disruption,0.28,0.2,0.48,0.304,361.8,0.177,0,1,0.485,28.41158,77.2812,0.203,12.5,35.6,270,2,0.689,0.315,0,1,1,0.4583,0.0917,61.55,4,600,57,MANUAL_REVIEW,1
C004270,W00805,EVT0244,27,South Delhi,Instamart,Bike,9,2790.5,10.9,0,Monsoon,Extreme Heat,0.1,0.3,0.4,0.208,535.8,0.23,0,0,0.4258,28.778788,77.24369,0.029,4.5,34.3,251,0,0.898,0.166,1,0,0,0.1875,0.0375,66.61,3,450,66,MANUAL_REVIEW,1
C004276,W01705,EVT0370,22,Gurgaon,Swiggy,Bicycle,23,3748.08,7.8,0,Summer,Social Disruption,0.3,0.2,0.5,0.186,877.3,0.166,1,0,0.2594,28.448054,76.828839,0.109,21.5,29.5,138,3,0.424,0.066,0,0,0,0.4792,0.0958,68.13,5,750,68,MANUAL_REVIEW,1
C004277,W01606,EVT0038,25,Dwarka,Zepto,Bike,15,3865.04,8.5,1,Monsoon,Heavy Rainfall,0.22,0.3,0.52,0.07,296.9,0.225,1,0,0.306,28.208797,77.404536,0.293,1.5,34.5,236,4,0.6,0.114,1,0,1,0.3125,0.0625,72.34,3,450,78,AUTO_REJECT,1
C004282,W01185,EVT0238,42,Saket,BigBasket,Bike,17,4803.24,9.5,0,Summer,Severe Pollution,0.14,0.2,0.34,0.214,1187.9,0.11,1,0,0.2184,28.263407,77.331103,0.229,5.1,33.4,65,0,0.788,0.066,0,0,0,0.3542,0.0708,62.24,6,900,62,MANUAL_REVIEW,1
C004288,W00118,EVT0253,27,Connaught Place,BigBasket,EV Scooter,33,4905.77,9.1,0,Monsoon,Social Disruption,0.15,0.3,0.45,0.12,1314.8,0.079,0,1,0.2587,28.12118,76.791604,0.424,22.9,36.0,107,1,0.399,0.168,0,1,0,0.6875,0.1375,61.0,1,150,53,MANUAL_REVIEW,1
C004290,W00407,EVT0220,39,Faridabad,Swiggy,EV Scooter,12,3858.94,8.7,0,Winter,Flooding,0.32,0.05,0.37,0.24,1947.0,0.006,0,1,0.2046,28.664685,77.462048,0.46,5.6,40.7,140,2,0.461,0.286,1,0,0,0.25,0.05,63.64,1,150,54,MANUAL_REVIEW,1
C004314,W01573,EVT0252,43,Gurgaon,Instamart,Bicycle,5,3501.51,9.1,1,Summer,Flooding,0.3,0.2,0.5,0.234,1866.5,0.061,1,1,0.1197,28.648712,77.136457,0.137,9.5,30.8,333,1,0.538,0.065,0,0,1,0.1042,0.0208,72.19,2,300,63,MANUAL_REVIEW,1
C004317,W01719,EVT0355,25,Saket,Zomato,Bike,14,3054.97,10.8,1,Winter,Social Disruption,0.14,0.05,0.19,0.349,1742.0,0.118,1,0,0.1901,28.788645,77.169487,0.474,0.9,35.2,263,3,0.379,0.34,1,0,0,0.2917,0.0583,53.43,2,300,49,MANUAL_REVIEW,1
C004328,W00016,EVT0394,23,East Delhi,Zomato,Bike,13,3593.19,6.5,0,Winter,Social Disruption,0.35,0.05,0.4,0.118,295.5,0.028,0,0,0.4057,28.258578,77.025903,0.327,26.8,38.5,363,5,0.35,0.046,1,1,0,0.2708,0.0542,64.25,4,600,62,MANUAL_REVIEW,1
C004340,W00711,EVT0167,38,East Delhi,Zepto,Bike,18,5631.28,7.4,0,Post-Monsoon,Severe Pollution,0.35,0.1,0.45,0.517,609.0,0.266,1,1,0.442,28.932408,77.25715,0.255,0.2,38.5,189,4,0.786,0.074,0,1,0,0.375,0.075,65.73,4,600,55,MANUAL_REVIEW,1
C004341,W01546,EVT0087,26,Gurgaon,Zomato,Bike,24,2943.01,6.0,0,Post-Monsoon,Extreme Heat,0.3,0.1,0.4,0.36,386.9,0.025,1,1,0.3885,28.484439,77.524183,0.566,0.6,28.7,260,4,0.405,0.252,0,1,0,0.5,0.1,60.9,3,450,52,MANUAL_REVIEW,1
C004343,W00892,EVT0474,40,East Delhi,BigBasket,Bicycle,13,3755.17,7.2,1,Monsoon,Extreme Heat,0.35,0.3,0.65,0.204,1166.8,0.175,0,0,0.3241,28.721266,77.137891,0.03,4.6,39.5,215,2,0.566,0.237,0,0,0,0.2708,0.0542,77.52,6,900,69,MANUAL_REVIEW,1
C004346,W00286,EVT0263,41,Rohini,Blinkit,Bicycle,3,4173.21,10.0,0,Monsoon,Social Disruption,0.18,0.3,0.48,0.1,294.5,0.226,0,0,0.4184,28.562406,77.4143,0.094,29.5,41.9,309,0,0.418,0.067,1,1,0,0.0625,0.0125,73.22,6,900,57,MANUAL_REVIEW,1
C004347,W00877,EVT0020,31,Lajpat Nagar,Zepto,Bike,1,5092.86,7.5,0,Winter,Severe Pollution,0.12,0.05,0.17,0.091,1270.9,0.272,1,1,0.173,28.770367,77.59155,0.091,19.8,37.8,137,0,0.821,0.239,0,1,0,0.0208,0.0042,53.67,4,600,69,MANUAL_REVIEW,1
C004351,W00713,EVT0493,22,West Delhi,BigBasket,Bike,19,4275.65,8.5,1,Summer,Extreme Heat,0.25,0.2,0.45,0.214,1204.0,0.045,1,0,0.2095,28.996591,76.784967,0.075,1.9,33.6,283,4,0.816,0.162,1,0,0,0.3958,0.0792,67.45,1,150,70,MANUAL_REVIEW,1
C004355,W01409,EVT0493,43,Gurgaon,Zepto,Bike,13,3862.23,10.0,1,Winter,Social Disruption,0.3,0.05,0.35,0.172,1407.8,0.1,0,0,0.2676,28.278207,76.797949,0.324,25.6,40.4,157,4,0.719,0.337,1,0,0,0.2708,0.0542,63.71,3,450,67,MANUAL_REVIEW,1
C004361,W00358,EVT0092,31,East Delhi,Blinkit,Bicycle,45,3038.44,9.2,0,Winter,Social Disruption,0.35,0.05,0.4,0.144,664.8,0.092,1,1,0.2671,28.235517,77.470017,0.561,16.6,33.0,177,1,0.612,0.111,1,0,0,0.9375,0.1875,57.17,5,750,56,MANUAL_REVIEW,1
C004373,W01411,EVT0009,31,Noida,Zepto,EV Scooter,42,5339.34,10.5,1,Summer,Extreme Heat,0.28,0.2,0.48,0.128,1624.3,0.032,1,0,0.1108,28.784987,77.508218,0.396,3.0,33.9,187,1,0.55,0.238,1,1,0,0.875,0.175,59.49,4,600,62,MANUAL_REVIEW,1
C004394,W00814,EVT0059,26,North Delhi,Zepto,Bike,23,4324.23,7.7,0,Summer,Heavy Rainfall,0.2,0.2,0.4,0.028,812.2,0.036,0,0,0.293,28.412867,76.976044,0.25,12.4,25.6,100,3,0.642,0.097,1,0,0,0.4792,0.0958,63.1,5,750,74,AUTO_REJECT,1
C004395,W01219,EVT0339,38,Noida,Swiggy,Bike,40,4236.87,9.6,0,Summer,Extreme Heat,0.28,0.2,0.48,0.065,620.4,0.056,1,0,0.2385,28.654269,77.245073,0.339,1.2,31.2,222,4,0.449,0.259,1,1,0,0.8333,0.1667,60.5,5,750,64,MANUAL_REVIEW,1
C004416,W00171,EVT0236,22,Noida,Swiggy,Bike,1,3463.68,7.7,0,Post-Monsoon,Heavy Rainfall,0.28,0.1,0.38,0.518,370.1,0.072,0,1,0.5589,28.627662,76.943555,0.14,24.8,36.4,75,1,0.896,0.323,1,1,0,0.0208,0.0042,67.71,2,300,56,MANUAL_REVIEW,1
C004421,W01708,EVT0411,43,North Delhi,Blinkit,Bike,26,2939.31,10.3,0,Monsoon,Extreme Heat,0.2,0.3,0.5,0.538,379.1,0.034,0,1,0.5617,28.835055,77.545795,0.278,1.6,42.6,185,0,0.801,0.12,1,0,0,0.5417,0.1083,64.34,3,450,46,MANUAL_REVIEW,1
C004429,W00915,EVT0150,35,Rohini,Swiggy,Bike,16,4280.48,10.5,0,Summer,Heavy Rainfall,0.18,0.2,0.38,0.187,1362.7,0.242,1,0,0.1946,28.706184,76.7324,0.573,5.0,33.9,121,2,0.476,0.011,1,1,0,0.3333,0.0667,63.35,5,750,58,MANUAL_REVIEW,1
C004430,W01417,EVT0384,31,Noida,BigBasket,Bike,1,3414.08,8.0,0,Summer,Social Disruption,0.28,0.2,0.48,0.114,1076.3,0.167,1,0,0.2009,28.745389,77.156733,0.415,12.8,33.5,95,2,0.634,0.281,0,0,0,0.0208,0.0042,71.51,4,600,68,MANUAL_REVIEW,1
C004433,W00142,EVT0130,37,South Delhi,BigBasket,Bike,5,3190.55,11.4,0,Summer,Severe Pollution,0.1,0.2,0.3,0.346,574.7,0.056,0,0,0.4578,28.09126,76.745822,0.421,26.9,40.6,356,4,0.543,0.27,1,0,0,0.1042,0.0208,58.84,4,600,52,MANUAL_REVIEW,1
C004434,W01466,EVT0110,22,Noida,BigBasket,Bike,1,3390.82,10.0,0,Monsoon,Heavy Rainfall,0.28,0.3,0.58,0.232,901.6,0.2,1,0,0.2776,28.73769,77.125789,0.365,19.7,28.9,242,2,0.885,0.284,1,0,0,0.0208,0.0042,77.8,6,900,64,MANUAL_REVIEW,1
C004437,W00192,EVT0348,24,Noida,Instamart,Bike,5,4599.61,8.5,0,Post-Monsoon,Heavy Rainfall,0.28,0.1,0.38,0.496,1747.6,0.094,0,0,0.3457,28.689495,77.328634,0.428,14.4,37.8,234,4,0.846,0.179,1,0,0,0.1042,0.0208,65.15,4,600,53,MANUAL_REVIEW,1
C004453,W00607,EVT0144,42,West Delhi,Instamart,Bicycle,47,4598.12,8.0,0,Winter,Extreme Heat,0.25,0.05,0.3,0.234,1627.8,0.027,1,0,0.1521,28.974586,76.928914,0.481,0.2,39.6,83,4,0.863,0.316,0,1,0,0.9792,0.1958,50.73,4,600,60,MANUAL_REVIEW,1
C004456,W01813,EVT0091,43,Connaught Place,BigBasket,EV Scooter,3,4114.99,8.4,0,Post-Monsoon,Extreme Heat,0.15,0.1,0.25,0.256,489.0,0.112,1,1,0.3402,28.627565,77.439142,0.116,3.4,38.4,171,2,0.5,0.259,1,0,0,0.0625,0.0125,63.51,4,600,66,MANUAL_REVIEW,1
C004461,W00896,EVT0487,26,East Delhi,BigBasket,EV Scooter,7,3022.59,11.5,1,Post-Monsoon,Heavy Rainfall,0.35,0.1,0.45,0.149,1536.9,0.133,1,0,0.1424,28.474212,77.537474,0.102,33.9,37.1,235,3,0.367,0.136,0,1,0,0.1458,0.0292,67.49,3,450,67,MANUAL_REVIEW,1
C004465,W00262,EVT0199,27,Faridabad,BigBasket,EV Scooter,22,4236.69,9.3,0,Summer,Flooding,0.32,0.2,0.52,0.473,504.8,0.052,1,1,0.4187,28.300831,77.345276,0.015,0.1,35.2,56,4,0.771,0.338,0,0,0,0.4583,0.0917,67.48,1,150,71,AUTO_REJECT,1
C004469,W00201,EVT0210,38,Dwarka,Swiggy,Bike,31,2943.07,6.5,0,Winter,Flooding,0.22,0.05,0.27,0.086,964.9,0.223,1,1,0.212,28.107767,77.451106,0.098,17.8,36.8,218,5,0.667,0.303,0,0,0,0.6458,0.1292,55.25,3,450,82,AUTO_REJECT,1
C004471,W01174,EVT0386,21,Gurgaon,Swiggy,Bicycle,19,3506.68,9.6,1,Summer,Severe Pollution,0.3,0.2,0.5,0.243,985.7,0.018,0,0,0.3511,28.356412,77.076858,0.36,5.1,29.6,199,5,0.616,0.053,1,1,1,0.3958,0.0792,70.34,4,600,57,MANUAL_REVIEW,1
C004480,W01411,EVT0367,31,Noida,Zepto,EV Scooter,42,5339.34,10.5,1,Monsoon,Social Disruption,0.28,0.3,0.58,0.097,359.5,0.16,1,0,0.3009,28.897133,76.64125,0.09,7.5,30.4,65,2,0.717,0.216,0,0,0,0.875,0.175,61.67,2,300,73,AUTO_REJECT,1
C004491,W00290,EVT0187,33,North Delhi,Zepto,Bicycle,10,2740.86,9.5,0,Summer,Heavy Rainfall,0.2,0.2,0.4,0.511,688.6,0.073,1,0,0.4084,28.942819,76.722394,0.505,12.6,35.0,120,5,0.708,0.201,1,1,0,0.2083,0.0417,64.23,3,450,57,MANUAL_REVIEW,1
C004492,W00737,EVT0483,36,West Delhi,BigBasket,Bike,21,4328.15,9.0,0,Winter,Heavy Rainfall,0.25,0.05,0.3,0.052,1003.0,0.049,1,0,0.1752,28.16098,76.87019,0.465,33.3,27.6,144,0,0.585,0.007,1,0,0,0.4375,0.0875,61.89,1,150,64,MANUAL_REVIEW,1
C004497,W00192,EVT0033,24,Noida,Instamart,Bike,5,4599.61,8.5,0,Winter,Severe Pollution,0.28,0.05,0.33,0.387,1591.6,0.018,0,1,0.3179,28.288349,76.772666,0.378,6.1,29.9,263,5,0.808,0.038,1,1,0,0.1042,0.0208,63.44,3,450,61,MANUAL_REVIEW,1
C004501,W00776,EVT0161,20,Gurgaon,Zomato,Bike,47,3897.65,9.0,0,Winter,Social Disruption,0.3,0.05,0.35,0.549,1298.7,0.096,0,0,0.4344,28.866744,76.633339,0.001,16.4,30.9,250,1,0.484,0.287,1,0,0,0.9792,0.1958,56.07,5,750,50,MANUAL_REVIEW,1
C004508,W00919,EVT0406,20,Noida,Zepto,Bicycle,7,2498.33,9.7,0,Summer,Flooding,0.28,0.2,0.48,0.255,1774.5,0.189,1,0,0.1547,28.580358,77.529743,0.159,22.9,25.8,340,4,0.585,0.217,0,0,0,0.1458,0.0292,70.73,1,150,68,MANUAL_REVIEW,1
C004513,W01949,EVT0208,28,Connaught Place,Zepto,Bicycle,6,4108.29,8.5,0,Monsoon,Severe Pollution,0.15,0.3,0.45,0.185,1618.0,0.207,0,0,0.252,28.693955,76.779622,0.125,22.1,41.1,109,6,0.772,0.216,1,0,0,0.125,0.025,68.84,1,150,75,AUTO_REJECT,1
C004516,W01022,EVT0329,40,Noida,Instamart,Bicycle,15,3688.89,7.0,0,Winter,Extreme Heat,0.28,0.05,0.33,0.147,844.2,0.126,1,0,0.2448,28.394712,77.45493,0.216,3.9,35.3,249,4,0.77,0.02,0,0,0,0.3125,0.0625,62.28,4,600,73,AUTO_REJECT,1
C004527,W01160,EVT0174,39,Dwarka,Zepto,Bike,18,6224.11,8.0,0,Summer,Extreme Heat,0.22,0.2,0.42,0.421,902.2,0.265,1,0,0.3596,28.885023,77.278611,0.406,3.5,42.8,173,4,0.461,0.035,0,0,0,0.375,0.075,59.41,6,900,54,MANUAL_REVIEW,1
C004537,W01363,EVT0275,22,Gurgaon,Blinkit,Bike,37,4244.75,7.4,0,Monsoon,Flooding,0.3,0.3,0.6,0.027,494.2,0.152,1,1,0.2519,28.022059,77.217433,0.568,23.4,31.5,135,5,0.879,0.335,0,0,0,0.7708,0.1542,68.3,4,600,71,AUTO_REJECT,1
C004544,W01954,EVT0213,22,East Delhi,Blinkit,Bike,16,3414.0,10.0,0,Winter,Extreme Heat,0.35,0.05,0.4,0.349,1950.9,0.117,1,0,0.1587,28.585861,77.071632,0.156,3.8,35.9,197,1,0.385,0.116,1,1,0,0.3333,0.0667,60.41,2,300,51,MANUAL_REVIEW,1
C004549,W01290,EVT0092,40,South Delhi,BigBasket,EV Scooter,26,3623.06,7.8,1,Summer,Flooding,0.1,0.2,0.3,0.358,1913.5,0.264,0,0,0.2826,28.196636,76.694148,0.367,21.1,37.9,80,1,0.499,0.117,0,0,1,0.5417,0.1083,56.64,1,150,48,MANUAL_REVIEW,1
C004555,W00534,EVT0190,26,Saket,BigBasket,Bike,33,4442.74,9.3,0,Monsoon,Heavy Rainfall,0.14,0.3,0.44,0.176,1684.8,0.255,0,0,0.2432,28.372275,77.51178,0.17,35.4,32.8,234,2,0.641,0.169,1,1,0,0.6875,0.1375,60.41,3,450,66,MANUAL_REVIEW,1
C004558,W00038,EVT0419,29,East Delhi,Swiggy,EV Scooter,18,3461.67,9.3,0,Summer,Extreme Heat,0.35,0.2,0.55,0.2,301.2,0.219,1,0,0.3567,28.959323,76.978206,0.468,2.8,29.8,136,6,0.553,0.298,0,0,0,0.375,0.075,67.17,1,150,67,MANUAL_REVIEW,1
C004571,W01201,EVT0374,36,Dwarka,BigBasket,Bike,30,3945.18,8.3,1,Post-Monsoon,Extreme Heat,0.22,0.1,0.32,0.177,1909.6,0.053,1,0,0.0897,28.335484,77.213697,0.131,3.2,35.0,140,1,0.836,0.055,0,0,0,0.625,0.125,52.64,3,450,64,MANUAL_REVIEW,1
C004573,W00224,EVT0403,24,Saket,Blinkit,Bike,35,3409.37,10.0,0,Monsoon,Flooding,0.14,0.3,0.44,0.079,1198.9,0.003,1,1,0.1521,28.044582,76.67379,0.507,11.4,26.6,174,4,0.489,0.255,1,0,0,0.7292,0.1458,60.91,4,600,59,MANUAL_REVIEW,1
C004587,W01458,EVT0344,22,Dwarka,BigBasket,Bike,10,4881.44,9.4,0,Post-Monsoon,Heavy Rainfall,0.22,0.1,0.32,0.359,1531.3,0.239,0,1,0.3378,28.729685,77.478437,0.246,26.8,31.2,119,6,0.633,0.152,0,0,0,0.2083,0.0417,60.49,2,300,59,MANUAL_REVIEW,1
C004597,W01827,EVT0323,25,Rohini,Zomato,Bicycle,6,4716.26,9.5,0,Post-Monsoon,Extreme Heat,0.18,0.1,0.28,0.004,1534.3,0.218,1,1,0.0933,28.564411,77.51413,0.048,0.5,37.7,240,2,0.727,0.267,1,0,0,0.125,0.025,62.58,3,450,80,AUTO_REJECT,1
C004608,W00926,EVT0383,23,Dwarka,BigBasket,Bike,45,3116.89,9.8,0,Post-Monsoon,Severe Pollution,0.22,0.1,0.32,0.508,1506.5,0.041,1,1,0.2813,28.314791,77.315004,0.432,3.3,30.9,147,2,0.362,0.339,1,1,0,0.9375,0.1875,50.17,3,450,45,MANUAL_REVIEW,1
C004619,W00270,EVT0022,38,Dwarka,Zomato,Bike,37,4320.58,12.0,0,Summer,Social Disruption,0.22,0.2,0.42,0.007,1603.6,0.016,1,1,0.0639,28.514024,77.135415,0.12,1.1,33.6,129,3,0.744,0.192,1,1,0,0.7708,0.1542,58.08,2,300,76,AUTO_REJECT,1
C004622,W01547,EVT0190,41,Noida,Swiggy,EV Scooter,16,3647.36,8.8,0,Summer,Flooding,0.28,0.2,0.48,0.198,1387.9,0.177,0,1,0.2887,28.96576,76.640027,0.007,18.5,40.3,123,2,0.697,0.188,1,1,0,0.3333,0.0667,67.06,3,450,63,MANUAL_REVIEW,1
C004626,W01286,EVT0140,30,East Delhi,Zepto,Bike,13,4570.31,9.3,0,Summer,Heavy Rainfall,0.35,0.2,0.55,0.497,682.5,0.196,0,1,0.516,28.892943,77.545413,0.414,9.5,27.0,101,1,0.811,0.114,0,0,0,0.2708,0.0542,71.84,5,750,47,MANUAL_REVIEW,1
C004627,W01315,EVT0246,36,South Delhi,Instamart,Bike,1,3245.57,8.3,0,Monsoon,Severe Pollution,0.1,0.3,0.4,0.481,395.4,0.224,0,1,0.5555,28.574003,77.179792,0.006,25.4,42.0,172,1,0.469,0.179,0,0,0,0.0208,0.0042,69.47,4,600,50,MANUAL_REVIEW,1
C004628,W01529,EVT0099,33,Gurgaon,Zepto,Bicycle,32,3953.17,8.2,0,Monsoon,Social Disruption,0.3,0.3,0.6,0.415,1382.5,0.068,0,0,0.3654,28.155622,77.507121,0.216,15.4,40.0,283,2,0.781,0.276,1,1,0,0.6667,0.1333,67.77,1,150,52,MANUAL_REVIEW,1
