worker_id,age,zone,platform,months_active,avg_weekly_earnings,work_hours_daily,multiplatform,vehicle_type,geo_risk
W00353,30,South Delhi,Swiggy,4,4005.91,10.2,0,Bicycle,0.1
W00354,39,Saket,Blinkit,23,3533.04,7.9,0,Bicycle,0.14
W00355,38,South Delhi,BigBasket,42,3260.94,12.2,0,Bicycle,0.1
W00356,20,Gurgaon,Zepto,20,3212.75,8.4,0,Bicycle,0.3
W00357,22,Saket,Swiggy,15,3840.36,10.0,0,Bicycle,0.14
W00358,31,East Delhi,Blinkit,45,3038.44,9.2,0,Bicycle,0.35
W00359,28,West Delhi,Zepto,29,3487.21,12.9,0,Bike,0.25
W00360,40,East Delhi,Zepto,8,4350.36,9.3,0,Bike,0.35
W00361,41,South Delhi,Swiggy,41,2708.94,8.2,0,Bicycle,0.1
W00362,24,South Delhi,Zomato,19,3715.07,10.0,0,Bike,0.1
W00363,20,Saket,Swiggy,39,2318.81,9.9,0,Bike,0.14
W00364,29,Saket,Blinkit,46,3932.34,8.8,0,Bike,0.14
W00365,36,Gurgaon,Zepto,28,2966.95,7.4,0,Bike,0.3
W00366,23,Noida,Swiggy,46,4565.67,8.2,0,EV Scooter,0.28
W00367,34,East Delhi,Zomato,27,2568.44,10.3,0,Bike,0.35
W00368,38,Saket,Swiggy,4,4103.66,6.4,0,Bike,0.14
W00369,27,Rohini,BigBasket,15,4726.9,8.6,0,Bike,0.18
W00370,42,Gurgaon,Zomato,35,2925.45,10.5,0,Bicycle,0.3
W00371,34,Dwarka,Blinkit,37,3060.49,8.9,0,Bike,0.22
W00372,26,South Delhi,Zepto,1,2994.64,12.3,0,Bike,0.1
W00373,34,Gurgaon,Swiggy,3,3361.31,6.4,0,Bicycle,0.3
W00374,27,East Delhi,Zomato,47,4163.94,7.6,0,Bike,0.35
W00375,42,Saket,BigBasket,24,3296.0,5.5,0,Bike,0.14
W00376,29,South Delhi,Zomato,27,2853.23,12.0,0,Bike,0.1
W00377,37,West Delhi,Instamart,40,2135.0,7.6,0,Bicycle,0.25
W00378,23,Gurgaon,BigBasket,36,5031.56,6.0,0,Bike,0.3
W00379,34,Connaught Place,Blinkit,34,5094.4,8.1,0,Bike,0.15
W00380,30,South Delhi,Zepto,29,4198.19,6.9,0,Bike,0.1
W00381,41,East Delhi,Blinkit,24,3101.69,8.1,0,Bike,0.35
W00382,22,North Delhi,Swiggy,24,4348.16,9.1,0,Bike,0.2
W00383,34,Rohini,Zomato,42,4508.97,10.2,0,Bike,0.18
W00384,22,Faridabad,Instamart,4,3546.6,8.7,0,Bike,0.32
W00385,34,Noida,BigBasket,3,3783.09,9.0,0,Bike,0.28
W00386,25,Faridabad,BigBasket,34,4735.41,8.1,0,Bicycle,0.32
W00387,20,East Delhi,Zomato,23,2437.63,6.7,0,Bicycle,0.35
W00388,33,Dwarka,Instamart,23,4548.74,6.2,0,Bike,0.22
W00389,35,Dwarka,Zomato,45,3502.68,8.5,0,Bicycle,0.22
W00390,20,North Delhi,Swiggy,5,2859.94,9.1,0,Bike,0.2
W00391,40,Noida,Blinkit,31,2925.75,8.3,1,EV Scooter,0.28
W00392,36,Connaught Place,BigBasket,41,3058.22,6.3,1,Bike,0.15
W00393,27,North Delhi,Swiggy,6,2781.94,9.3,0,Bike,0.2
W00394,37,Lajpat Nagar,Blinkit,37,5167.11,11.4,1,Bike,0.12
W00395,35,Faridabad,Swiggy,10,4142.96,8.8,0,Bike,0.32
W00396,25,North Delhi,Instamart,40,4601.59,8.1,0,Bicycle,0.2
W00397,29,Faridabad,BigBasket,7,4199.89,8.9,0,Bike,0.32
W00398,29,South Delhi,Zomato,39,3798.98,7.3,0,Bike,0.1
W00399,24,Dwarka,Zomato,38,3809.8,7.2,0,Bike,0.22
W00400,31,South Delhi,Blinkit,21,3431.99,9.7,1,Bike,0.1
W00401,39,Rohini,Zepto,20,3497.37,10.5,0,Bike,0.18
W00402,36,Lajpat Nagar,Instamart,3,2623.52,8.8,0,Bike,0.12
W00403,33,Noida,Blinkit,22,4615.46,6.0,0,Bicycle,0.28
W00404,33,Connaught Place,Zepto,47,2299.41,9.5,0,Bicycle,0.15
W00405,22,Faridabad,Swiggy,4,2903.11,12.1,0,Bike,0.32
W00406,31,Connaught Place,Instamart,28,5359.63,8.6,0,Bike,0.15
W00407,39,Faridabad,Swiggy,12,3858.94,8.7,0,EV Scooter,0.32
W00408,37,East Delhi,BigBasket,38,3892.17,7.7,0,Bike,0.35
W00409,31,North Delhi,Instamart,36,4259.87,9.7,0,Bike,0.2
W00410,21,Rohini,Zepto,47,2517.73,8.0,0,Bicycle,0.18
W00411,21,Dwarka,BigBasket,41,2634.97,10.5,1,Bike,0.22
W00412,36,Saket,Zomato,5,3394.08,8.0,0,Bike,0.14
W00413,29,Faridabad,Zepto,13,3027.31,9.5,0,Bike,0.32
W00414,37,Connaught Place,Blinkit,23,3690.04,8.9,0,Bike,0.15
W00415,41,Rohini,Zomato,30,4138.44,11.3,0,EV Scooter,0.18
W00416,38,West Delhi,Zomato,37,4861.33,9.6,1,Bike,0.25
W00417,40,West Delhi,Blinkit,25,4398.87,11.1,0,EV Scooter,0.25
W00418,20,South Delhi,Instamart,27,2954.58,9.2,0,Bike,0.1
W00419,43,Dwarka,Zomato,14,3450.03,8.7,0,Bike,0.22
W00420,23,Saket,Zepto,47,3232.44,8.9,1,Bike,0.14
W00421,44,East Delhi,BigBasket,36,2936.75,7.8,0,Bike,0.35
W00422,23,Connaught Place,Zomato,39,2754.66,9.8,0,Bike,0.15
W00423,21,Saket,Zepto,16,5081.45,8.0,0,Bike,0.14
W00424,38,North Delhi,Swiggy,22,3758.51,9.2,0,EV Scooter,0.2
W00425,40,North Delhi,Zepto,21,3570.62,10.3,0,EV Scooter,0.2
W00426,31,Connaught Place,BigBasket,21,4137.41,11.4,0,Bike,0.15
W00427,29,Noida,Zepto,8,4177.0,9.2,0,Bike,0.28
W00428,32,East Delhi,Blinkit,16,4645.06,10.3,0,Bicycle,0.35
W00429,41,Rohini,BigBasket,31,3155.07,10.1,0,Bike,0.18
W00430,42,Faridabad,Instamart,42,4072.18,8.4,0,Bike,0.32
W00431,39,Noida,Swiggy,10,3021.06,12.2,0,EV Scooter,0.28
W00432,42,Faridabad,Blinkit,32,3597.87,8.1,0,Bike,0.32
W00433,34,Faridabad,Instamart,34,3795.39,9.1,0,Bike,0.32
W00434,22,Noida,Zepto,9,3873.59,11.2,0,Bike,0.28
W00435,42,South Delhi,BigBasket,17,3838.26,11.1,0,Bike,0.1
W00436,39,West Delhi,Swiggy,11,4391.46,9.0,0,Bike,0.25
W00437,32,Faridabad,Blinkit,32,3272.41,10.5,0,Bicycle,0.32
W00438,27,Noida,Instamart,10,3895.34,8.7,0,EV Scooter,0.28
W00439,44,Noida,Instamart,22,3142.88,8.3,0,Bike,0.28
W00440,26,Lajpat Nagar,Swiggy,17,6086.6,7.2,0,Bike,0.12
W00441,43,Saket,Zepto,4,3019.71,10.1,0,Bike,0.14
W00442,27,Gurgaon,Swiggy,47,3189.48,10.2,0,EV Scooter,0.3
W00443,37,South Delhi,Instamart,25,4456.12,8.1,1,EV Scooter,0.1
W00444,28,Dwarka,Zomato,21,3406.43,9.4,0,Bicycle,0.22
W00445,25,Gurgaon,Blinkit,37,4456.44,13.0,0,Bike,0.3
W00446,23,Saket,Swiggy,38,3872.42,10.7,0,EV Scooter,0.14
W00447,34,Saket,Instamart,1,3427.45,7.6,0,Bike,0.14
W00448,24,Saket,Zepto,25,3147.8,10.5,0,Bike,0.14
W00449,24,Gurgaon,Instamart,36,3118.93,7.7,1,Bike,0.3
W00450,26,Connaught Place,Zepto,17,3436.14,4.7,0,Bike,0.15
W00451,28,West Delhi,Swiggy,41,3610.48,9.0,0,Bicycle,0.25
W00452,26,Noida,Zepto,24,3084.5,11.3,0,Bicycle,0.28
W00453,28,West Delhi,BigBasket,2,3662.61,11.1,0,Bike,0.25
W00454,39,East Delhi,BigBasket,40,2874.71,9.6,0,Bike,0.35
W00455,29,Connaught Place,BigBasket,15,4354.72,8.2,0,Bike,0.15
W00456,23,Dwarka,Zomato,32,4507.89,9.7,0,Bike,0.22
W00457,25,West Delhi,Swiggy,39,3186.54,8.6,0,Bike,0.25
W00458,43,North Delhi,Instamart,6,3141.86,8.2,0,Bike,0.2
W00459,33,Saket,Instamart,1,3892.33,10.6,0,Bicycle,0.14
W00460,28,Faridabad,Zomato,47,4762.29,8.2,0,EV Scooter,0.32
W00461,20,East Delhi,Zepto,23,4939.33,10.7,0,EV Scooter,0.35
W00462,36,South Delhi,Zomato,39,2627.81,8.1,0,EV Scooter,0.1
W00463,32,Dwarka,Zepto,17,4555.04,12.1,0,Bicycle,0.22
W00464,43,East Delhi,Zepto,34,3700.76,6.5,0,Bike,0.35
W00465,26,Saket,Blinkit,41,3716.25,7.6,0,EV Scooter,0.14
W00466,28,Faridabad,Instamart,29,4153.77,8.8,0,Bike,0.32
W00467,30,Connaught Place,BigBasket,9,3365.23,6.0,0,Bicycle,0.15
W00468,22,Faridabad,Zepto,13,4627.36,5.1,0,Bike,0.32
W00469,31,Gurgaon,Blinkit,6,4889.17,6.0,1,Bicycle,0.3
W00470,40,Faridabad,Instamart,6,4919.03,8.6,0,Bike,0.32
W00471,22,Gurgaon,BigBasket,20,2274.87,8.6,0,Bike,0.3
W00472,34,Connaught Place,Zepto,3,3566.27,9.5,0,Bike,0.15
W00473,40,Rohini,Zepto,17,2201.82,8.7,0,Bike,0.18
W00474,29,Saket,Zomato,12,3137.78,9.4,0,EV Scooter,0.14
W00475,20,Gurgaon,Zomato,47,1832.0,8.3,0,Bike,0.3
W00476,33,South Delhi,Instamart,45,4110.21,10.1,0,Bike,0.1
W00477,39,Faridabad,BigBasket,1,3925.45,9.9,0,EV Scooter,0.32
W00478,25,Faridabad,Zepto,17,3403.92,8.5,0,Bike,0.32
W00479,21,South Delhi,Instamart,3,3117.08,9.8,0,Bike,0.1
W00480,42,North Delhi,Instamart,26,4001.23,8.7,0,Bike,0.2
W00481,27,Noida,Swiggy,15,2940.86,6.7,0,Bike,0.28
W00482,20,Rohini,Zomato,36,2886.43,10.4,0,EV Scooter,0.18
W00483,23,Dwarka,BigBasket,32,2788.07,7.6,0,Bicycle,0.22
W00484,23,Gurgaon,Zepto,32,3586.93,10.3,0,EV Scooter,0.3
W00485,24,South Delhi,Instamart,4,3284.15,9.5,1,Bike,0.1
W00486,39,Connaught Place,Zepto,18,3442.61,8.9,0,Bike,0.15
W00487,28,Gurgaon,Swiggy,19,4167.45,6.2,0,Bike,0.3
W00488,42,Noida,BigBasket,43,4520.64,11.3,0,Bicycle,0.28
W00489,32,Connaught Place,Instamart,35,4910.38,8.5,1,Bike,0.15
W00490,37,East Delhi,Zepto,40,3798.11,10.0,0,Bike,0.35
W00491,36,Saket,Zomato,14,4028.07,8.8,0,Bike,0.14
W00492,44,Faridabad,Swiggy,33,3901.08,8.6,0,Bike,0.32
W00493,20,East Delhi,BigBasket,14,2410.65,9.3,0,Bicycle,0.35
W00494,41,Gurgaon,Swiggy,34,3454.24,9.0,0,Bike,0.3
W00495,34,Noida,Zomato,4,3457.92,8.6,0,Bike,0.28
W00496,21,Rohini,BigBasket,24,3341.35,8.9,0,Bike,0.18
W00497,35,Saket,Swiggy,29,3717.25,9.6,0,EV Scooter,0.14
W00498,39,Gurgaon,Blinkit,19,3574.42,9.7,0,Bike,0.3
W00499,41,South Delhi,Zomato,6,2960.94,9.1,0,Bike,0.1
W00500,24,West Delhi,Zomato,33,3629.18,9.9,0,Bike,0.25
W00501,41,Gurgaon,Zomato,40,3238.76,8.4,0,Bike,0.3
W00502,38,Saket,Blinkit,19,1654.61,12.3,0,EV Scooter,0.14
W00503,24,Faridabad,Blinkit,1,2632.34,11.2,1,Bike,0.32
W00504,21,Faridabad,Zepto,5,3821.13,10.1,0,EV Scooter,0.32
W00505,26,Gurgaon,Instamart,27,4623.51,6.1,0,Bike,0.3
W00506,22,Connaught Place,Swiggy,16,1808.24,9.9,0,EV Scooter,0.15
W00507,36,West Delhi,Zepto,6,3053.69,8.5,0,Bicycle,0.25
W00508,43,South Delhi,Swiggy,40,4095.16,7.5,1,Bike,0.1
W00509,43,Gurgaon,Instamart,13,4452.56,8.5,0,Bicycle,0.3
W00510,22,Connaught Place,Blinkit,35,3413.91,7.7,0,Bike,0.15
W00511,32,Faridabad,Instamart,19,3203.77,9.8,0,Bike,0.32
W00512,26,Faridabad,Blinkit,12,4725.77,11.4,1,Bike,0.32
W00513,44,Noida,Instamart,16,4386.87,10.2,0,Bike,0.28
W00514,43,Gurgaon,Zepto,43,4436.89,13.1,0,Bicycle,0.3
W00515,22,West Delhi,BigBasket,10,3375.55,6.7,0,Bike,0.25
W00516,34,North Delhi,Zepto,25,4640.96,8.2,0,Bicycle,0.2
W00517,37,West Delhi,Swiggy,20,2193.95,7.6,0,Bike,0.25
W00518,29,Faridabad,Zepto,31,4654.98,10.8,1,Bike,0.32
W00519,42,Faridabad,Zomato,4,3696.77,8.7,1,EV Scooter,0.32
W00520,26,East Delhi,Swiggy,44,3853.15,9.3,0,Bicycle,0.35
W00521,28,Faridabad,Instamart,23,2993.8,10.0,0,Bike,0.32
W00522,24,South Delhi,Swiggy,2,2298.78,6.8,0,Bicycle,0.1
W00523,39,Dwarka,BigBasket,22,3836.16,8.1,1,EV Scooter,0.22
W00524,27,Gurgaon,Blinkit,37,4191.12,10.5,0,Bike,0.3
W00525,33,West Delhi,Instamart,8,4312.15,8.2,0,Bike,0.25
W00526,23,Dwarka,Swiggy,7,4225.82,6.4,1,Bike,0.22
W00527,39,Connaught Place,Instamart,14,4044.53,7.6,0,Bike,0.15
W00528,33,North Delhi,Instamart,3,3010.97,8.6,0,Bike,0.2
W00529,31,South Delhi,Instamart,16,4363.98,9.3,0,Bike,0.1
W00530,21,Saket,Blinkit,19,2921.5,8.9,0,Bike,0.14
W00531,32,Lajpat Nagar,Zepto,18,4635.65,8.1,0,EV Scooter,0.12
W00532,20,West Delhi,Instamart,16,3682.81,10.4,0,Bicycle,0.25
W00533,39,Dwarka,Zomato,8,3709.43,8.8,0,Bike,0.22
W00534,26,Saket,BigBasket,33,4442.74,9.3,0,Bike,0.14
W00535,44,North Delhi,Blinkit,12,4551.17,8.2,0,Bike,0.2
W00536,28,East Delhi,Swiggy,11,4366.51,11.3,0,Bike,0.35
W00537,36,Saket,Blinkit,5,3093.63,8.4,1,Bike,0.14
W00538,40,South Delhi,Swiggy,27,4360.14,9.1,0,Bike,0.1
W00539,42,South Delhi,Blinkit,12,3098.17,10.6,0,Bike,0.1
W00540,32,East Delhi,Swiggy,17,4380.32,9.4,0,EV Scooter,0.35
W00541,42,Lajpat Nagar,Instamart,6,2609.87,9.4,1,Bicycle,0.12
W00542,29,Gurgaon,Zepto,33,3675.06,6.0,0,Bicycle,0.3
W00543,35,Saket,Swiggy,5,3093.29,10.0,0,Bicycle,0.14
W00544,25,East Delhi,Swiggy,28,4445.95,9.1,1,Bike,0.35
W00545,35,South Delhi,Zomato,14,4642.13,9.8,0,Bike,0.1
W00546,30,South Delhi,Swiggy,5,3909.2,9.3,1,Bicycle,0.1
W00547,39,Dwarka,Zomato,33,3882.89,8.2,1,Bicycle,0.22
W00548,22,Faridabad,BigBasket,41,4313.34,10.3,1,Bike,0.32
W00549,28,Lajpat Nagar,Instamart,19,4646.89,9.3,0,Bike,0.12
W00550,34,Saket,Zomato,22,3779.85,7.1,0,Bike,0.14
W00551,32,Saket,Zepto,5,3350.26,11.0,0,Bike,0.14
W00552,29,North Delhi,Instamart,2,4267.81,6.9,0,Bike,0.2
W00553,39,East Delhi,Zomato,30,2263.02,10.4,0,Bike,0.35
W00554,43,North Delhi,Instamart,47,4477.72,11.2,0,Bike,0.2
W00555,32,East Delhi,Instamart,39,3181.85,7.3,0,Bike,0.35
W00556,36,Connaught Place,Instamart,4,3557.82,8.8,0,Bike,0.15
W00557,26,South Delhi,BigBasket,33,4482.84,8.7,0,Bicycle,0.1
W00558,25,Faridabad,Zepto,13,3417.59,8.7,0,Bike,0.32
W00559,32,Dwarka,Blinkit,20,4267.93,11.7,0,Bike,0.22
W00560,36,Faridabad,Blinkit,7,4661.13,7.4,0,Bike,0.32
W00561,34,Faridabad,Zomato,15,3838.03,8.5,0,EV Scooter,0.32
W00562,23,Faridabad,Instamart,23,3999.16,11.3,0,Bike,0.32
W00563,34,North Delhi,Zomato,14,3654.45,8.5,0,Bike,0.2
W00564,33,East Delhi,BigBasket,23,3842.48,7.6,0,Bike,0.35
W00565,40,Rohini,BigBasket,19,2856.88,9.4,0,Bike,0.18
W00566,30,Connaught Place,Swiggy,29,3515.01,10.2,0,Bike,0.15
W00567,43,West Delhi,BigBasket,20,2719.44,8.4,0,Bike,0.25
W00568,23,Faridabad,Swiggy,29,3030.99,9.8,0,EV Scooter,0.32
W00569,22,Gurgaon,Zepto,24,2147.64,6.9,0,EV Scooter,0.3
W00570,21,North Delhi,Zomato,18,3961.14,7.0,0,EV Scooter,0.2
W00571,39,Lajpat Nagar,Zepto,10,5103.28,8.3,0,Bike,0.12
W00572,29,Dwarka,BigBasket,41,3385.12,9.9,1,EV Scooter,0.22
W00573,32,West Delhi,Zepto,8,4522.11,10.1,0,Bike,0.25
W00574,39,Rohini,Zepto,26,4650.55,7.2,1,Bike,0.18
W00575,40,Gurgaon,Zepto,29,2790.69,10.1,0,Bicycle,0.3
W00576,42,Rohini,BigBasket,10,2962.96,9.2,0,Bike,0.18
W00577,44,West Delhi,Instamart,17,4542.64,7.7,0,Bike,0.25
W00578,37,Faridabad,Zepto,2,3676.13,7.0,0,Bike,0.32
W00579,40,Gurgaon,Swiggy,6,2717.37,9.3,0,Bike,0.3
W00580,35,Rohini,BigBasket,5,3240.51,10.9,0,EV Scooter,0.18
W00581,30,Dwarka,Zepto,28,4085.73,9.1,0,Bike,0.22
W00582,29,East Delhi,Instamart,41,3114.85,7.6,0,Bike,0.35
W00583,28,South Delhi,BigBasket,5,1530.37,6.2,0,Bike,0.1
W00584,31,East Delhi,Blinkit,18,3492.39,11.3,0,EV Scooter,0.35
W00585,38,West Delhi,Instamart,26,3557.21,10.6,1,Bike,0.25
W00586,20,North Delhi,Swiggy,20,3757.38,9.5,0,Bike,0.2
W00587,37,South Delhi,Zepto,41,4757.11,11.2,0,EV Scooter,0.1
W00588,33,Connaught Place,Blinkit,27,3792.82,9.3,0,Bike,0.15
W00589,41,Dwarka,Blinkit,12,3944.35,8.2,0,Bike,0.22
W00590,40,Connaught Place,BigBasket,7,4594.43,9.8,0,Bicycle,0.15
W00591,20,Gurgaon,Blinkit,3,3758.28,7.8,0,Bike,0.3
W00592,36,Saket,Swiggy,10,5459.22,7.5,0,Bicycle,0.14
W00593,30,South Delhi,Swiggy,34,2739.03,10.2,1,Bike,0.1
W00594,39,Connaught Place,Zomato,25,3002.68,10.3,0,EV Scooter,0.15
W00595,34,Connaught Place,Swiggy,35,4241.17,7.1,1,EV Scooter,0.15
W00596,23,Rohini,Instamart,16,4753.45,7.1,1,Bike,0.18
W00597,34,East Delhi,Blinkit,2,3589.36,8.3,0,Bike,0.35
W00598,41,Rohini,Swiggy,24,2941.5,7.9,0,EV Scooter,0.18
W00599,41,South Delhi,BigBasket,10,5158.79,9.7,0,Bike,0.1
W00600,33,South Delhi,Zomato,38,3116.1,9.1,0,Bike,0.1
W00601,41,West Delhi,Blinkit,22,4021.24,10.7,0,Bike,0.25
W00602,20,Rohini,Zomato,26,4801.32,9.5,0,Bicycle,0.18
W00603,28,Noida,Blinkit,43,3396.72,8.0,0,Bicycle,0.28
W00604,26,Lajpat Nagar,BigBasket,39,3252.3,6.2,0,Bike,0.12
W00605,42,East Delhi,Zomato,27,3307.05,9.3,0,Bike,0.35
W00606,30,South Delhi,Zepto,29,4471.24,6.4,0,EV Scooter,0.1
W00607,42,West Delhi,Instamart,47,4598.12,8.0,0,Bicycle,0.25
W00608,21,Saket,Instamart,38,3776.98,7.9,0,Bike,0.14
W00609,21,Rohini,Blinkit,20,5256.47,8.2,0,EV Scooter,0.18
W00610,25,East Delhi,Zepto,27,3775.57,7.0,0,Bicycle,0.35
W00611,42,Saket,Zomato,41,4783.87,7.9,0,Bike,0.14
W00612,38,Rohini,Zepto,20,3404.4,10.7,0,Bicycle,0.18
W00613,39,Connaught Place,Zepto,44,5617.01,10.7,0,Bike,0.15
W00614,33,Saket,Zomato,19,5006.11,11.3,0,Bike,0.14
W00615,22,West Delhi,BigBasket,20,3647.62,9.0,0,Bike,0.25
W00616,26,East Delhi,Zepto,35,4897.63,9.4,0,Bicycle,0.35
W00617,26,Faridabad,Zepto,47,4857.18,10.7,0,EV Scooter,0.32
W00618,23,Gurgaon,BigBasket,2,4992.43,6.8,0,Bike,0.3
W00619,42,Gurgaon,Zepto,30,1764.41,10.2,0,Bike,0.3
W00620,24,East Delhi,Zepto,34,4325.48,11.0,0,Bike,0.35
W00621,36,Saket,Zepto,22,4183.84,7.7,0,Bicycle,0.14
W00622,23,Rohini,Instamart,3,4126.86,11.1,0,Bicycle,0.18
W00623,42,West Delhi,Swiggy,6,3924.68,12.1,0,Bike,0.25
W00624,32,Lajpat Nagar,BigBasket,15,3948.25,10.2,0,Bike,0.12
W00625,35,Gurgaon,Zepto,27,4776.51,9.9,0,Bike,0.3
W00626,35,West Delhi,Instamart,10,4181.58,7.3,0,Bike,0.25
W00627,21,Gurgaon,BigBasket,9,3923.53,10.6,0,Bike,0.3
W00628,37,Connaught Place,Blinkit,33,4661.5,7.5,0,EV Scooter,0.15
W00629,20,Rohini,Blinkit,32,4084.42,9.6,0,Bike,0.18
W00630,37,Connaught Place,Zepto,6,4160.85,9.7,0,Bicycle,0.15
W00631,27,Gurgaon,Instamart,41,5243.63,4.1,0,Bike,0.3
W00632,30,Faridabad,Instamart,36,3402.42,9.6,0,Bike,0.32
W00633,43,Faridabad,BigBasket,2,2537.43,12.9,0,Bike,0.32
W00634,43,Connaught Place,BigBasket,29,3807.89,5.9,0,Bike,0.15
W00635,34,Faridabad,Instamart,4,3921.63,8.9,0,Bike,0.32
W00636,35,Gurgaon,BigBasket,1,4327.22,6.1,0,Bicycle,0.3
W00637,36,East Delhi,Instamart,19,3835.85,7.7,0,Bike,0.35
W00638,36,Connaught Place,Swiggy,26,4354.1,6.1,1,Bicycle,0.15
W00639,31,Lajpat Nagar,Instamart,25,5753.69,9.2,0,Bike,0.12
W00640,29,Lajpat Nagar,Blinkit,10,4391.21,10.2,0,Bike,0.12
W00641,39,North Delhi,BigBasket,15,4531.85,9.6,0,Bike,0.2
W00642,25,Saket,Instamart,22,3646.37,7.6,0,EV Scooter,0.14
W00643,27,Rohini,Instamart,21,2641.79,8.1,0,Bike,0.18
W00644,32,Faridabad,BigBasket,22,1911.51,9.4,1,Bike,0.32
W00645,21,Faridabad,Swiggy,36,3335.06,7.7,0,EV Scooter,0.32
W00646,38,Saket,Swiggy,34,1685.7,7.0,0,Bike,0.14
W00647,41,South Delhi,BigBasket,30,4160.84,8.6,0,Bicycle,0.1
W00648,29,Noida,Zomato,25,3443.75,7.6,0,Bike,0.28
W00649,23,Connaught Place,BigBasket,45,2699.3,9.6,1,Bicycle,0.15
W00650,31,Dwarka,BigBasket,28,3854.7,10.9,0,Bike,0.22
W00651,37,Faridabad,Swiggy,1,3159.09,12.9,0,EV Scooter,0.32
W00652,26,Rohini,Swiggy,45,4110.62,9.5,0,Bike,0.18
W00653,39,North Delhi,BigBasket,4,4316.1,10.0,0,Bike,0.2
W00654,43,Lajpat Nagar,BigBasket,7,3188.53,8.1,0,Bike,0.12
W00655,43,Faridabad,BigBasket,9,3560.18,8.2,0,Bike,0.32
W00656,42,North Delhi,Swiggy,36,3921.92,10.9,0,Bicycle,0.2
W00657,44,Gurgaon,BigBasket,19,2624.37,8.6,0,Bike,0.3
W00658,23,Gurgaon,BigBasket,1,3921.85,9.1,0,Bike,0.3
W00659,26,Noida,Zepto,10,2605.19,10.8,0,Bike,0.28
W00660,29,East Delhi,Zomato,36,4202.57,8.6,0,Bike,0.35
W00661,34,Dwarka,Blinkit,9,3401.87,11.3,0,Bike,0.22
W00662,31,South Delhi,Zomato,45,2600.77,9.9,0,Bike,0.1
W00663,20,Noida,Zepto,46,3286.02,9.7,0,Bicycle,0.28
W00664,39,West Delhi,Blinkit,42,3319.86,8.0,0,EV Scooter,0.25
W00665,37,South Delhi,BigBasket,32,4604.82,9.8,0,Bike,0.1
W00666,44,Connaught Place,Zepto,32,3888.64,8.4,0,Bicycle,0.15
W00667,35,Rohini,BigBasket,6,2984.98,9.7,0,Bike,0.18
W00668,24,West Delhi,Swiggy,38,5069.25,8.8,0,Bike,0.25
W00669,38,West Delhi,Instamart,17,4251.19,10.5,0,Bike,0.25
W00670,23,Noida,Zepto,10,3480.94,9.0,1,Bike,0.28
W00671,25,Saket,Swiggy,27,2506.93,12.1,0,Bike,0.14
W00672,36,East Delhi,Zepto,35,3410.33,8.6,0,EV Scooter,0.35
W00673,26,Saket,Zepto,21,3573.59,8.2,0,EV Scooter,0.14
W00674,43,Noida,Swiggy,25,4045.23,9.5,0,Bike,0.28
W00675,42,Connaught Place,Blinkit,28,4235.81,10.6,0,Bike,0.15
W00676,26,Lajpat Nagar,Zomato,47,4395.27,10.6,0,EV Scooter,0.12
W00677,28,Faridabad,BigBasket,15,2460.83,9.3,0,Bike,0.32
W00678,32,Faridabad,Zepto,4,3916.8,9.5,0,Bicycle,0.32
W00679,39,East Delhi,BigBasket,29,3622.31,9.5,0,Bike,0.35
W00680,33,Connaught Place,Instamart,9,5892.38,7.4,0,Bike,0.15
W00681,35,East Delhi,Swiggy,27,3801.76,10.5,0,Bike,0.35
W00682,42,North Delhi,BigBasket,26,3251.88,7.1,0,EV Scooter,0.2
W00683,28,Saket,Swiggy,19,3838.3,7.4,0,EV Scooter,0.14
W00684,34,Faridabad,BigBasket,28,3743.15,9.1,0,Bike,0.32
W00685,24,West Delhi,Zomato,17,2158.77,8.5,0,Bicycle,0.25
W00686,37,Saket,Zomato,43,4076.64,10.2,1,Bike,0.14
W00687,40,Dwarka,Zomato,41,3501.55,9.7,0,Bike,0.22
W00688,39,Rohini,Zomato,42,3728.65,9.2,0,Bicycle,0.18
W00689,27,Connaught Place,Zomato,20,3051.15,7.3,0,Bike,0.15
W00690,34,South Delhi,Zomato,45,2874.87,9.0,0,Bike,0.1
W00691,40,East Delhi,Swiggy,40,4453.11,8.9,1,Bike,0.35
W00692,44,Saket,Zepto,39,4636.77,9.3,0,EV Scooter,0.14
W00693,28,Rohini,BigBasket,23,4084.48,8.4,0,EV Scooter,0.18
W00694,38,Saket,Zomato,47,2301.36,9.8,0,Bicycle,0.14
W00695,41,South Delhi,Swiggy,32,4136.45,8.5,0,Bike,0.1
W00696,25,Rohini,Swiggy,47,2313.25,9.6,0,Bicycle,0.18
W00697,23,Dwarka,Swiggy,33,3221.06,10.2,0,Bike,0.22
W00698,30,South Delhi,Zepto,46,4442.45,8.2,0,EV Scooter,0.1
W00699,29,Noida,BigBasket,5,4276.08,7.8,0,Bike,0.28
W00700,22,Gurgaon,Zepto,43,4115.57,9.7,0,Bike,0.3
W00701,20,Noida,Blinkit,34,4800.32,7.0,0,Bike,0.28
W00702,31,Faridabad,Swiggy,40,4198.01,10.7,0,Bicycle,0.32
W00703,42,Saket,Blinkit,11,2134.78,9.0,0,Bicycle,0.14
W00704,34,Gurgaon,Instamart,3,3454.38,8.8,0,Bike,0.3
W00705,34,Noida,Zomato,33,3716.71,9.8,0,Bike,0.28
W00706,40,Gurgaon,Zomato,11,3623.01,9.7,0,Bicycle,0.3
W00707,33,Lajpat Nagar,Zepto,16,3256.29,9.0,0,Bike,0.12
