claim_id,worker_id,event_id,worker_age,worker_zone,platform,vehicle_type,months_active,avg_weekly_earnings_inr,work_hours_daily,multiplatform,season,trigger_type,geo_risk,temporal_risk,combined_risk,gps_zone_match,gps_network_delta_m,accel_variance,mock_location_flag,speed_anomaly,gps_trust_score,claim_latitude,claim_longitude,weather_api_match,rainfall_mm_hr,heat_index_celsius,aqi,claims_this_month,earnings_deviation,peer_claim_ratio,platform_login_active,order_availability,duplicate_upi_event,loyalty_score,loyalty_discount,weekly_premium_inr,hours_disrupted,payout_amount_inr,risk_score,decision,is_fraud
C001141,W01832,EVT0322,36,North Delhi,Swiggy,Bike,22,5316.78,9.1,1,Winter,Severe Pollution,0.2,0.05,0.25,0.009,347.3,0.063,1,0,0.2578,28.120184,76.907298,0.196,13.6,39.3,156,1,0.721,0.25,1,0,0,0.4583,0.0917,51.65,1,150,76,AUTO_REJECT,1
C001142,W01428,EVT0393,22,Noida,Zepto,Bike,8,3805.63,7.9,0,Monsoon,Heavy Rainfall,0.28,0.3,0.58,0.901,59.4,1.603,0,0,0.9118,28.532969,77.396895,0.987,104.9,37.0,179,1,0.184,0.624,1,1,0,0.1667,0.0333,71.83,2,300,4,AUTO_APPROVE,0
C001143,W00017,EVT0429,40,Noida,Zepto,EV Scooter,36,2419.9,8.7,0,Winter,Social Disruption,0.28,0.05,0.33,0.984,40.9,0.794,0,0,0.8669,28.537419,77.397641,0.934,75.2,33.6,143,1,0.034,0.695,1,1,0,0.75,0.15,53.76,5,750,6,AUTO_APPROVE,0
C001144,W01556,EVT0363,33,Lajpat Nagar,Instamart,EV Scooter,31,5733.88,8.3,0,Winter,Heavy Rainfall,0.12,0.05,0.17,0.712,136.0,1.003,0,0,0.7647,28.575776,77.260704,0.993,97.8,35.2,192,1,0.168,0.716,1,1,0,0.6458,0.1292,52.96,1,150,15,AUTO_APPROVE,0
C001145,W01373,EVT0049,21,Gurgaon,Zepto,Bike,25,4306.11,7.4,0,Summer,Extreme Heat,0.3,0.2,0.5,0.797,83.8,1.241,0,0,0.8303,28.462664,77.010571,0.96,1.7,59.5,290,0,0.152,0.95,1,1,0,0.5208,0.1042,66.32,3,450,6,AUTO_APPROVE,0
C001146,W00562,EVT0233,23,Faridabad,Instamart,Bike,23,3999.16,11.3,0,Post-Monsoon,Flooding,0.32,0.1,0.42,0.823,76.7,0.884,0,0,0.8061,28.410129,77.312629,0.85,57.1,29.2,260,0,0.109,0.919,1,1,0,0.4792,0.0958,60.93,4,600,10,AUTO_APPROVE,0
C001147,W00522,EVT0390,24,South Delhi,Swiggy,Bicycle,2,2298.78,6.8,0,Winter,Severe Pollution,0.1,0.05,0.15,0.202,1088.4,0.254,0,0,0.3429,28.439361,77.099303,0.163,26.5,25.1,209,0,0.761,0.113,0,1,0,0.0417,0.0083,54.74,3,450,60,MANUAL_REVIEW,1
C001148,W01396,EVT0439,35,Dwarka,Zepto,Bike,3,4054.93,11.9,1,Winter,Heavy Rainfall,0.22,0.05,0.27,0.965,120.0,1.268,0,0,0.8948,28.590625,77.064642,0.986,53.5,32.6,97,3,0.218,0.658,1,1,0,0.0625,0.0125,64.63,6,900,8,AUTO_APPROVE,0
C001149,W01317,EVT0231,21,Connaught Place,Zepto,Bike,31,2759.15,10.3,0,Monsoon,Severe Pollution,0.15,0.3,0.45,0.776,85.3,1.836,0,0,0.8812,28.643842,77.211518,0.943,3.6,25.9,404,1,0.054,0.608,1,1,0,0.6458,0.1292,60.89,2,300,7,AUTO_APPROVE,0
C001150,W00248,EVT0095,42,Noida,Zomato,Bike,13,4193.95,9.3,0,Winter,Heavy Rainfall,0.28,0.05,0.33,0.961,79.9,1.677,0,0,0.9401,28.527616,77.37203,0.893,85.4,29.2,187,1,0.071,0.834,1,1,0,0.2708,0.0542,62.0,1,150,10,AUTO_APPROVE,0
C001151,W00755,EVT0006,32,Saket,Zomato,Bike,43,3316.21,7.3,0,Monsoon,Extreme Heat,0.14,0.3,0.44,0.997,165.6,0.84,0,0,0.858,28.514744,77.206356,0.879,0.7,59.8,209,0,0.057,0.874,1,1,0,0.8958,0.1792,57.34,5,750,3,AUTO_APPROVE,0
C001152,W01851,EVT0163,34,Lajpat Nagar,Swiggy,EV Scooter,23,3580.24,8.4,0,Winter,Severe Pollution,0.12,0.05,0.17,0.333,1218.1,0.176,0,0,0.3681,28.770771,77.266844,0.028,9.7,35.9,107,0,0.643,0.09,0,0,0,0.4792,0.0958,48.91,3,450,55,MANUAL_REVIEW,1
C001153,W00094,EVT0100,34,Rohini,Blinkit,Bike,30,3400.91,11.7,0,Summer,Heavy Rainfall,0.18,0.2,0.38,0.07,1350.4,0.193,1,0,0.1447,28.019536,77.011671,0.291,18.8,28.6,227,0,0.883,0.21,1,0,0,0.625,0.125,59.14,3,450,64,MANUAL_REVIEW,1
C001154,W00623,EVT0176,42,West Delhi,Swiggy,Bike,6,3924.68,12.1,0,Post-Monsoon,Heavy Rainfall,0.25,0.1,0.35,0.874,214.1,1.826,0,0,0.9001,28.659174,77.107552,0.947,58.0,34.4,88,1,0.108,0.972,1,1,0,0.125,0.025,62.39,3,450,5,AUTO_APPROVE,0
C001155,W00201,EVT0091,38,Dwarka,Swiggy,Bike,31,2943.07,6.5,0,Post-Monsoon,Severe Pollution,0.22,0.1,0.32,0.828,181.5,1.562,0,0,0.8602,28.579102,77.066349,0.937,4.7,34.6,524,2,0.026,0.695,1,1,0,0.6458,0.1292,56.5,6,900,16,AUTO_APPROVE,0
C001156,W00346,EVT0130,35,East Delhi,Zomato,Bike,47,2262.05,9.6,0,Winter,Heavy Rainfall,0.35,0.05,0.4,0.894,26.9,1.05,0,0,0.8586,28.665075,77.309194,0.874,65.6,31.1,179,2,0.215,0.597,1,1,0,0.9792,0.1958,54.75,1,150,16,AUTO_APPROVE,0
C001157,W01377,EVT0149,32,North Delhi,BigBasket,Bike,38,3727.37,7.5,0,Monsoon,Severe Pollution,0.2,0.3,0.5,0.78,22.4,0.587,0,0,0.7673,28.708945,77.204108,0.953,8.9,34.6,536,2,0.176,0.609,1,1,0,0.7917,0.1583,60.86,4,600,18,AUTO_APPROVE,0
C001158,W01524,EVT0387,23,East Delhi,Zomato,Bike,22,3981.62,8.7,0,Post-Monsoon,Social Disruption,0.35,0.1,0.45,0.709,220.3,1.736,0,0,0.8242,28.643046,77.306196,0.925,66.4,31.2,152,1,0.02,0.752,1,1,0,0.4583,0.0917,67.61,6,900,12,AUTO_APPROVE,0
C001159,W01934,EVT0441,25,South Delhi,Zomato,EV Scooter,29,4242.46,8.4,0,Winter,Severe Pollution,0.1,0.05,0.15,0.11,1619.6,0.151,0,0,0.2162,28.491281,76.783861,0.4,12.4,36.6,285,0,0.475,0.073,0,1,0,0.6042,0.1208,52.8,4,600,51,MANUAL_REVIEW,1
C001160,W01666,EVT0243,20,Noida,BigBasket,Bike,37,2910.7,9.6,0,Post-Monsoon,Extreme Heat,0.28,0.1,0.38,0.724,115.3,1.315,0,0,0.8038,28.543741,77.39803,0.943,3.6,59.0,302,2,0.017,0.837,1,1,0,0.7708,0.1542,58.66,4,600,18,AUTO_APPROVE,0
C001161,W00506,EVT0489,22,Connaught Place,Swiggy,EV Scooter,16,1808.24,9.9,0,Winter,Social Disruption,0.15,0.05,0.2,0.692,11.3,0.908,0,0,0.7659,28.630006,77.229248,0.762,28.1,40.6,332,2,0.114,0.752,1,1,0,0.3333,0.0667,56.05,4,600,25,AUTO_APPROVE,0
C001162,W00740,EVT0207,23,Faridabad,Swiggy,Bike,38,2370.4,8.2,1,Winter,Flooding,0.32,0.05,0.37,0.88,43.6,1.954,0,0,0.9409,28.398465,77.309987,0.964,36.4,43.3,209,1,0.06,0.633,1,1,0,0.7917,0.1583,60.28,4,600,2,AUTO_APPROVE,0
C001163,W01784,EVT0152,34,Saket,Swiggy,Bike,38,3703.73,9.2,0,Monsoon,Extreme Heat,0.14,0.3,0.44,0.723,156.6,1.579,0,0,0.8236,28.544626,77.204499,0.982,3.3,56.1,269,0,0.075,0.918,1,1,0,0.7917,0.1583,60.44,3,450,7,AUTO_APPROVE,0
C001164,W00459,EVT0252,33,Saket,Instamart,Bicycle,1,3892.33,10.6,0,Monsoon,Extreme Heat,0.14,0.3,0.44,0.956,165.6,1.231,0,0,0.8807,28.520948,77.197241,0.888,4.5,56.3,181,0,0.186,0.588,1,1,0,0.0208,0.0042,68.93,4,600,8,AUTO_APPROVE,0
C001165,W00312,EVT0159,37,West Delhi,Swiggy,Bike,45,3994.9,9.6,0,Summer,Flooding,0.25,0.2,0.45,0.9,194.8,1.595,0,0,0.8903,28.644176,77.123292,0.877,78.9,42.1,146,1,0.084,0.866,1,1,0,0.9375,0.1875,57.04,5,750,8,AUTO_APPROVE,0
C001166,W00470,EVT0045,40,Faridabad,Instamart,Bike,6,4919.03,8.6,0,Summer,Heavy Rainfall,0.32,0.2,0.52,0.683,82.2,0.504,0,0,0.7113,28.412678,77.31578,0.763,59.8,28.4,198,0,0.159,0.963,1,1,0,0.125,0.025,73.72,2,300,23,AUTO_APPROVE,0
C001167,W01659,EVT0051,41,South Delhi,Blinkit,Bike,34,3187.5,9.1,1,Monsoon,Severe Pollution,0.1,0.3,0.4,0.832,86.0,1.001,0,0,0.82,28.540523,77.242765,0.987,6.1,33.8,552,0,0.124,0.959,1,1,0,0.7083,0.1417,59.91,2,300,9,AUTO_APPROVE,0
C001168,W00973,EVT0493,23,Noida,Instamart,Bike,15,5245.42,10.8,0,Winter,Severe Pollution,0.28,0.05,0.33,0.95,212.5,1.687,0,0,0.9168,28.543192,77.384551,0.895,6.2,28.4,445,1,0.099,0.671,1,1,0,0.3125,0.0625,60.27,3,450,9,AUTO_APPROVE,0
C001169,W00146,EVT0197,20,Connaught Place,Instamart,Bicycle,15,4006.22,12.6,0,Monsoon,Flooding,0.15,0.3,0.45,0.977,127.8,1.036,0,0,0.8752,28.618469,77.221179,0.874,22.1,38.8,198,1,0.03,0.691,1,1,0,0.3125,0.0625,66.6,6,900,6,AUTO_APPROVE,0
C001170,W01096,EVT0334,27,Gurgaon,Instamart,Bike,27,3753.6,11.1,0,Summer,Social Disruption,0.3,0.2,0.5,0.686,124.9,1.637,0,0,0.8194,28.469922,77.029667,0.956,47.2,42.6,192,1,0.106,0.836,1,1,0,0.5625,0.1125,65.88,4,600,19,AUTO_APPROVE,0
C001171,W01448,EVT0084,33,Noida,Zepto,Bike,13,3691.47,10.8,0,Post-Monsoon,Social Disruption,0.28,0.1,0.38,0.934,193.0,1.251,0,0,0.8697,28.550772,77.376815,0.73,32.0,31.3,141,0,0.124,0.822,1,1,0,0.2708,0.0542,63.14,2,300,11,AUTO_APPROVE,0
C001172,W01997,EVT0415,24,Connaught Place,BigBasket,Bike,7,4612.94,11.0,0,Summer,Social Disruption,0.15,0.2,0.35,0.797,167.9,1.69,0,0,0.8626,28.629659,77.234571,0.985,57.8,33.2,241,0,0.067,0.972,1,1,0,0.1458,0.0292,62.04,5,750,11,AUTO_APPROVE,0
C001173,W01789,EVT0181,39,West Delhi,Blinkit,EV Scooter,34,3367.74,7.6,0,Winter,Severe Pollution,0.25,0.05,0.3,0.836,205.6,0.811,0,0,0.7847,28.657113,77.098825,0.723,9.1,23.5,527,0,0.041,0.7,1,1,0,0.7083,0.1417,52.25,3,450,12,AUTO_APPROVE,0
C001174,W01887,EVT0480,42,West Delhi,Instamart,Bike,26,3867.68,7.9,0,Summer,Flooding,0.25,0.2,0.45,0.145,1395.8,0.138,0,0,0.2624,28.420973,77.151373,0.031,0.9,41.0,212,1,0.846,0.12,0,0,0,0.5417,0.1083,63.25,1,150,69,MANUAL_REVIEW,1
C001175,W01004,EVT0376,37,Rohini,Zomato,Bike,22,3684.44,11.6,0,Winter,Severe Pollution,0.18,0.05,0.23,0.788,165.8,1.487,0,0,0.839,28.729505,77.135132,0.85,9.9,32.9,416,0,0.121,0.874,1,1,0,0.4583,0.0917,54.84,3,450,16,AUTO_APPROVE,0
C001176,W00274,EVT0344,21,South Delhi,BigBasket,EV Scooter,43,4634.51,10.0,0,Monsoon,Flooding,0.1,0.3,0.4,0.445,1738.5,0.002,1,0,0.2174,28.132881,77.129192,0.093,24.8,38.6,306,1,0.614,0.015,0,1,0,0.8958,0.1792,57.94,3,450,61,MANUAL_REVIEW,1
C001177,W00773,EVT0274,37,North Delhi,Zomato,Bicycle,7,4846.72,10.6,0,Monsoon,Heavy Rainfall,0.2,0.3,0.5,0.766,219.2,1.848,0,0,0.8583,28.712653,77.216209,0.85,93.4,35.2,90,0,0.032,0.823,1,1,0,0.1458,0.0292,70.9,1,150,10,AUTO_APPROVE,0
C001178,W00365,EVT0399,36,Gurgaon,Zepto,Bike,28,2966.95,7.4,0,Monsoon,Extreme Heat,0.3,0.3,0.6,0.959,60.6,1.628,0,0,0.9373,28.465046,77.035165,0.795,4.6,58.9,321,1,0.027,0.785,1,1,0,0.5833,0.1167,67.74,3,450,11,AUTO_APPROVE,0
C001179,W01323,EVT0073,31,Rohini,Instamart,Bike,13,3473.63,8.0,1,Post-Monsoon,Severe Pollution,0.18,0.1,0.28,0.959,34.1,1.61,0,0,0.9395,28.758283,77.145803,0.91,3.4,23.1,523,0,0.144,0.827,1,1,0,0.2708,0.0542,57.64,3,450,1,AUTO_APPROVE,0
C001180,W00379,EVT0113,34,Connaught Place,Blinkit,Bike,34,5094.4,8.1,0,Winter,Social Disruption,0.15,0.05,0.2,0.898,48.8,1.904,0,0,0.9423,28.619647,77.221608,0.746,24.0,35.0,349,0,0.017,0.62,1,1,0,0.7083,0.1417,51.85,5,750,14,AUTO_APPROVE,0
C001181,W00235,EVT0432,32,Noida,Instamart,Bike,26,3439.76,6.3,0,Winter,Social Disruption,0.28,0.05,0.33,0.816,167.3,1.07,0,0,0.8083,28.523075,77.392724,0.823,63.0,41.2,274,0,0.093,0.747,1,1,0,0.5417,0.1083,57.6,5,750,9,AUTO_APPROVE,0
C001182,W00802,EVT0158,32,Faridabad,Instamart,Bike,16,3271.79,9.6,0,Post-Monsoon,Severe Pollution,0.32,0.1,0.42,0.965,20.5,1.874,0,0,0.9703,28.408733,77.322776,0.921,6.2,22.9,552,1,0.025,0.87,1,1,0,0.3333,0.0667,66.37,1,150,5,AUTO_APPROVE,0
C001183,W01943,EVT0354,27,Connaught Place,Zomato,Bicycle,21,3961.65,6.5,0,Monsoon,Severe Pollution,0.15,0.3,0.45,0.957,55.5,0.881,0,0,0.8626,28.623984,77.230069,0.922,5.2,22.9,475,0,0.147,0.789,1,1,0,0.4375,0.0875,65.45,3,450,6,AUTO_APPROVE,0
C001184,W00950,EVT0389,32,East Delhi,Zomato,Bicycle,15,4382.82,10.0,0,Summer,Social Disruption,0.35,0.2,0.55,0.851,180.2,0.858,0,0,0.7992,28.654059,77.32928,0.943,41.8,38.5,262,0,0.178,0.577,1,1,0,0.3125,0.0625,68.06,1,150,13,AUTO_APPROVE,0
C001185,W00623,EVT0389,42,West Delhi,Swiggy,Bike,6,3924.68,12.1,0,Post-Monsoon,Severe Pollution,0.25,0.1,0.35,0.96,132.4,0.815,0,0,0.8456,28.640815,77.091132,0.977,0.2,32.1,414,2,0.036,0.585,1,1,0,0.125,0.025,64.72,2,300,3,AUTO_APPROVE,0
C001186,W01789,EVT0038,39,West Delhi,Blinkit,EV Scooter,34,3367.74,7.6,0,Post-Monsoon,Extreme Heat,0.25,0.1,0.35,0.691,225.5,0.851,0,0,0.7277,28.65877,77.107226,0.956,3.0,58.6,259,1,0.175,0.572,1,1,0,0.7083,0.1417,53.88,3,450,17,AUTO_APPROVE,0
C001187,W00925,EVT0102,24,South Delhi,Instamart,Bike,41,2611.14,9.6,0,Winter,Flooding,0.1,0.05,0.15,0.785,200.7,1.485,0,0,0.8324,28.548073,77.274494,0.749,50.4,41.7,184,1,0.081,0.978,1,1,0,0.8542,0.1708,49.84,3,450,17,AUTO_APPROVE,0
C001188,W00923,EVT0017,21,Faridabad,Instamart,EV Scooter,19,2951.64,7.8,1,Winter,Heavy Rainfall,0.32,0.05,0.37,0.688,204.4,1.271,0,0,0.7716,28.408116,77.341116,0.816,81.4,30.6,146,0,0.051,0.849,1,1,0,0.3958,0.0792,61.57,3,450,20,AUTO_APPROVE,0
C001189,W01688,EVT0406,27,Gurgaon,Zepto,Bike,17,2161.52,8.8,0,Post-Monsoon,Extreme Heat,0.3,0.1,0.4,0.971,142.5,0.777,0,0,0.8447,28.446844,77.0366,0.732,0.9,47.3,179,1,0.067,0.912,1,1,0,0.3542,0.0708,63.37,5,750,8,AUTO_APPROVE,0
C001190,W01470,EVT0096,26,Noida,Instamart,Bike,34,3871.53,12.3,0,Monsoon,Flooding,0.28,0.3,0.58,0.995,130.9,0.652,0,0,0.8436,28.554363,77.40934,0.889,55.1,32.5,273,0,0.133,0.59,1,1,0,0.7083,0.1417,66.77,2,300,6,AUTO_APPROVE,0
C001191,W01505,EVT0208,40,Saket,Zepto,Bike,41,2913.65,8.3,0,Summer,Extreme Heat,0.14,0.2,0.34,0.025,306.8,0.143,0,1,0.3783,28.893436,77.492392,0.579,4.2,29.0,116,2,0.474,0.151,0,1,0,0.8542,0.1708,53.84,4,600,57,MANUAL_REVIEW,1
C001192,W01436,EVT0339,29,Saket,Swiggy,Bike,16,3174.89,8.0,0,Post-Monsoon,Extreme Heat,0.14,0.1,0.24,0.8,210.8,0.934,0,0,0.7818,28.49364,77.211749,0.899,2.6,46.8,342,1,0.059,0.859,1,1,0,0.3333,0.0667,56.48,2,300,16,AUTO_APPROVE,0
C001193,W01532,EVT0398,38,Dwarka,Zepto,Bike,36,3647.86,8.8,0,Monsoon,Severe Pollution,0.22,0.3,0.52,0.804,65.4,1.36,0,0,0.8478,28.601141,77.064447,0.752,1.5,23.0,459,0,0.16,0.824,1,1,0,0.75,0.15,67.28,4,600,17,AUTO_APPROVE,0
C001194,W01801,EVT0486,28,Noida,Zomato,Bike,6,3327.1,10.1,0,Summer,Social Disruption,0.28,0.2,0.48,0.837,89.3,1.066,0,1,0.828,28.547438,77.386588,0.757,62.0,29.7,173,0,0.105,0.88,1,1,0,0.125,0.025,73.37,3,450,8,AUTO_APPROVE,0
C001195,W00156,EVT0232,40,West Delhi,Zomato,Bike,26,2288.46,7.4,0,Summer,Flooding,0.25,0.2,0.45,0.795,119.2,0.656,0,0,0.7657,28.659409,77.085059,0.791,52.2,41.7,133,1,0.166,0.792,1,1,0,0.5417,0.1083,65.51,2,300,17,AUTO_APPROVE,0
C001196,W01808,EVT0292,20,West Delhi,BigBasket,Bike,9,4380.67,8.8,0,Winter,Extreme Heat,0.25,0.05,0.3,0.816,72.6,1.479,0,0,0.8634,28.675514,77.110706,0.847,3.2,50.7,300,3,0.173,0.987,1,1,0,0.1875,0.0375,59.82,4,600,17,AUTO_APPROVE,0
C001197,W01807,EVT0192,33,Saket,BigBasket,Bike,32,4308.71,10.3,0,Summer,Flooding,0.14,0.2,0.34,0.871,201.0,1.023,0,0,0.8206,28.521787,77.223825,0.75,40.2,39.4,224,1,0.145,0.598,1,1,0,0.6667,0.1333,58.01,5,750,13,AUTO_APPROVE,0
C001198,W01215,EVT0454,31,Gurgaon,Zomato,Bike,22,3988.56,7.7,0,Post-Monsoon,Social Disruption,0.3,0.1,0.4,0.786,20.3,1.203,0,0,0.8317,28.431994,77.020087,0.933,62.6,36.9,228,0,0.047,0.904,1,1,0,0.4583,0.0917,65.31,4,600,13,AUTO_APPROVE,0
C001199,W00355,EVT0259,38,South Delhi,BigBasket,Bicycle,42,3260.94,12.2,0,Summer,Extreme Heat,0.1,0.2,0.3,0.998,196.1,1.326,0,0,0.9024,28.554725,77.260932,0.732,1.4,57.6,339,0,0.14,0.873,1,1,0,0.875,0.175,51.57,3,450,8,AUTO_APPROVE,0
C001200,W00465,EVT0245,26,Saket,Blinkit,EV Scooter,41,3716.25,7.6,0,Monsoon,Social Disruption,0.14,0.3,0.44,0.79,106.9,0.902,0,0,0.7902,28.504846,77.226689,0.872,67.4,39.4,119,0,0.003,0.779,1,1,0,0.8542,0.1708,58.14,4,600,11,AUTO_APPROVE,0
C001201,W01072,EVT0430,31,East Delhi,Zomato,EV Scooter,35,5518.71,7.5,0,Post-Monsoon,Heavy Rainfall,0.35,0.1,0.45,0.799,227.8,0.981,0,0,0.7835,28.658605,77.31227,0.847,54.4,36.9,150,0,0.188,0.658,1,1,0,0.7292,0.1458,60.55,4,600,17,AUTO_APPROVE,0
C001202,W01491,EVT0308,29,Rohini,Zomato,Bike,17,3286.95,10.6,1,Monsoon,Flooding,0.18,0.3,0.48,0.78,181.3,1.579,0,0,0.8427,28.718497,77.15293,0.969,65.6,39.7,143,0,0.044,0.754,1,1,0,0.3542,0.0708,66.43,5,750,3,AUTO_APPROVE,0
C001203,W00605,EVT0374,42,East Delhi,Zomato,Bike,27,3307.05,9.3,0,Monsoon,Social Disruption,0.35,0.3,0.65,0.9,109.3,1.211,0,0,0.8647,28.667929,77.311086,0.809,46.5,36.7,161,3,0.197,0.651,1,1,0,0.5625,0.1125,72.38,3,450,15,AUTO_APPROVE,0
C001204,W01705,EVT0055,22,Gurgaon,Swiggy,Bicycle,23,3748.08,7.8,0,Monsoon,Heavy Rainfall,0.3,0.3,0.6,0.422,1847.4,0.121,1,1,0.2038,28.564802,76.925327,0.432,0.7,27.5,159,2,0.731,0.265,1,0,0,0.4792,0.0958,69.47,4,600,56,MANUAL_REVIEW,1
C001205,W00829,EVT0095,40,Saket,BigBasket,Bike,46,2591.55,10.9,0,Monsoon,Heavy Rainfall,0.14,0.3,0.44,0.987,46.6,1.678,0,0,0.9556,28.52804,77.203125,0.763,123.0,37.9,158,0,0.014,0.868,1,1,0,0.9583,0.1917,54.69,3,450,2,AUTO_APPROVE,0
C001206,W00902,EVT0426,32,Faridabad,Zomato,Bicycle,3,4198.71,9.3,0,Summer,Flooding,0.32,0.2,0.52,0.864,64.7,1.93,0,0,0.9289,28.399214,77.314837,0.865,30.6,41.0,132,0,0.214,0.965,1,1,0,0.0625,0.0125,70.98,2,300,15,AUTO_APPROVE,0
C001207,W01039,EVT0153,28,West Delhi,Swiggy,Bicycle,30,2675.26,8.9,0,Monsoon,Flooding,0.25,0.3,0.55,0.973,200.8,0.783,0,0,0.8374,28.670849,77.104488,0.934,48.8,35.7,163,2,0.157,0.822,1,1,0,0.625,0.125,65.9,4,600,8,AUTO_APPROVE,0
C001208,W01744,EVT0336,36,Rohini,Instamart,Bike,32,3620.67,9.2,0,Summer,Severe Pollution,0.18,0.2,0.38,0.758,112.9,1.141,0,0,0.8004,28.736539,77.131362,0.989,4.6,28.7,564,1,0.002,0.829,1,1,0,0.6667,0.1333,57.29,4,600,12,AUTO_APPROVE,0
C001209,W01388,EVT0080,42,Dwarka,Instamart,EV Scooter,38,3435.16,8.9,0,Monsoon,Severe Pollution,0.22,0.3,0.52,0.697,187.5,1.924,0,0,0.8431,28.578193,77.065709,0.934,7.5,26.1,488,1,0.028,0.849,1,1,0,0.7917,0.1583,63.39,2,300,15,AUTO_APPROVE,0
C001210,W01424,EVT0287,26,Saket,BigBasket,Bike,45,3783.12,8.4,0,Monsoon,Heavy Rainfall,0.14,0.3,0.44,0.94,102.9,0.564,0,0,0.817,28.50751,77.227023,0.877,104.0,37.2,157,2,0.11,0.756,1,1,0,0.9375,0.1875,55.77,3,450,8,AUTO_APPROVE,0
C001211,W00537,EVT0464,36,Saket,Blinkit,Bike,5,3093.63,8.4,1,Post-Monsoon,Severe Pollution,0.14,0.1,0.24,0.986,178.0,0.562,0,0,0.8239,28.524397,77.221611,0.956,5.4,28.7,502,0,0.134,0.597,1,1,0,0.1042,0.0208,58.49,3,450,0,AUTO_APPROVE,0
C001212,W01059,EVT0117,33,North Delhi,Swiggy,Bike,20,3487.51,5.1,0,Post-Monsoon,Social Disruption,0.2,0.1,0.3,0.994,223.8,1.921,0,0,0.9561,28.704692,77.194923,0.792,59.0,31.1,343,1,0.204,0.671,1,1,0,0.4167,0.0833,58.51,4,600,9,AUTO_APPROVE,0
C001213,W01306,EVT0171,43,Dwarka,Blinkit,Bike,38,3605.61,10.8,0,Post-Monsoon,Extreme Heat,0.22,0.1,0.32,0.227,1571.7,0.231,1,1,0.1781,28.557406,77.524858,0.154,3.3,38.1,179,0,0.526,0.026,0,1,0,0.7917,0.1583,54.93,2,300,58,MANUAL_REVIEW,1
C001214,W01023,EVT0258,41,East Delhi,Zepto,Bike,16,3631.98,6.3,0,Post-Monsoon,Heavy Rainfall,0.35,0.1,0.45,0.733,14.9,1.325,0,0,0.8235,28.665054,77.296263,0.872,77.3,30.0,87,0,0.026,0.805,1,1,0,0.3333,0.0667,66.86,3,450,11,AUTO_APPROVE,0
C001215,W01427,EVT0090,33,Faridabad,Zepto,Bike,8,3545.3,9.4,1,Winter,Severe Pollution,0.32,0.05,0.37,0.858,127.7,0.926,0,0,0.8166,28.404671,77.321092,0.74,6.4,31.7,458,0,0.056,0.935,1,1,0,0.1667,0.0333,66.18,5,750,14,AUTO_APPROVE,0
C001216,W00258,EVT0219,38,Saket,Swiggy,Bike,39,3910.19,10.3,0,Winter,Severe Pollution,0.14,0.05,0.19,0.693,121.1,1.389,0,0,0.7979,28.53224,77.206423,0.896,6.7,33.0,447,0,0.206,0.806,1,1,0,0.8125,0.1625,48.4,5,750,23,AUTO_APPROVE,0
C001217,W00722,EVT0440,26,East Delhi,BigBasket,Bicycle,46,4731.72,8.0,0,Post-Monsoon,Severe Pollution,0.35,0.1,0.45,0.726,176.1,0.87,0,0,0.751,28.655553,77.304088,0.949,4.8,20.4,550,1,0.01,0.58,1,1,0,0.9583,0.1917,57.2,6,900,8,AUTO_APPROVE,0
C001218,W01325,EVT0045,25,East Delhi,Zepto,Bike,18,3470.04,8.5,0,Summer,Extreme Heat,0.35,0.2,0.55,0.732,88.1,0.674,0,0,0.747,28.658791,77.310307,0.794,0.3,51.2,369,1,0.086,0.989,1,1,0,0.375,0.075,73.67,3,450,19,AUTO_APPROVE,0
C001219,W00048,EVT0225,42,Rohini,Instamart,Bike,36,4301.52,8.2,0,Winter,Social Disruption,0.18,0.05,0.23,0.793,225.0,1.522,0,0,0.8357,28.727609,77.14469,0.83,50.9,31.7,262,0,0.166,0.645,1,1,0,0.75,0.15,52.9,3,450,16,AUTO_APPROVE,0
C001220,W01372,EVT0348,29,West Delhi,Blinkit,EV Scooter,8,4450.42,9.3,0,Monsoon,Extreme Heat,0.25,0.3,0.55,0.148,608.3,0.002,0,1,0.3682,28.045868,77.035405,0.491,4.4,30.6,171,3,0.703,0.188,1,0,0,0.1667,0.0333,73.81,2,300,53,MANUAL_REVIEW,1
C001221,W00540,EVT0116,32,East Delhi,Swiggy,EV Scooter,17,4380.32,9.4,0,Post-Monsoon,Extreme Heat,0.35,0.1,0.45,0.926,199.9,1.339,0,0,0.8743,28.672828,77.309358,0.804,4.8,51.1,267,0,0.086,0.789,1,1,0,0.3542,0.0708,65.94,4,600,6,AUTO_APPROVE,0
C001222,W00498,EVT0142,39,Gurgaon,Blinkit,Bike,19,3574.42,9.7,0,Summer,Heavy Rainfall,0.3,0.2,0.5,0.494,513.0,0.221,1,0,0.4427,28.862403,76.790514,0.506,5.6,26.8,155,0,0.721,0.281,0,0,0,0.3958,0.0792,64.93,4,600,48,MANUAL_REVIEW,1
C001223,W01134,EVT0192,35,West Delhi,Zomato,EV Scooter,43,3390.17,7.3,0,Winter,Heavy Rainfall,0.25,0.05,0.3,0.735,40.2,1.12,0,0,0.8,28.66459,77.104242,0.847,73.7,36.9,192,0,0.118,0.623,1,1,0,0.8958,0.1792,52.51,2,300,15,AUTO_APPROVE,0
